customer_id,worker_id,cleaning,cooking,gardening,childcare,petcare,eldercare,shopping,homeorganize,handyman,tutoring,rating
1570,6870,1,1,1,1,1,0,0,0,1,0,4
1571,8067,1,1,1,1,1,1,1,1,1,1,4
1572,9019,0,0,1,1,1,0,0,0,1,1,5
1573,97,0,1,1,0,0,0,0,0,1,1,1
1574,7621,1,1,1,1,1,0,0,1,1,1,2
1575,6291,0,0,0,1,0,0,0,0,0,0,4
1576,54,1,0,0,0,0,0,0,0,1,1,4
1577,376,1,1,1,1,0,1,0,1,1,1,1
1578,3221,1,0,1,1,1,0,0,1,0,1,3
1579,1015,1,1,1,1,1,1,1,0,1,1,5
1580,6830,0,0,0,0,0,1,1,0,0,0,4
1581,9803,1,0,0,0,1,1,1,0,1,0,2
1582,2909,1,0,1,0,0,0,0,0,0,0,4
1583,1775,1,1,1,1,0,1,0,1,1,1,1
1584,6006,1,0,1,0,0,0,1,1,1,0,5
1585,1268,0,1,0,1,0,0,0,0,0,1,3
1586,863,1,1,1,1,1,1,1,1,1,1,1
1587,4269,0,0,1,0,0,0,0,1,1,0,4
1588,921,0,0,1,0,1,0,0,1,0,0,3
1589,8660,1,1,1,1,1,1,1,1,1,1,4
1590,9414,1,0,0,0,0,0,0,0,0,0,1
1591,3619,1,1,0,0,1,0,1,1,0,1,3
1592,9028,0,1,1,0,1,1,1,1,1,1,4
1593,9992,1,1,1,1,1,1,0,1,0,1,4
1594,375,1,1,1,1,1,1,1,1,0,1,3
1595,1842,0,1,0,0,0,1,0,1,0,1,5
1596,9999,0,1,1,0,0,0,1,0,0,1,5
1597,9390,0,1,1,1,1,0,1,1,1,1,4
1598,4778,0,0,0,0,1,1,0,0,0,0,5
1599,4510,1,1,1,1,1,1,1,1,1,1,3
1600,949,1,1,1,0,1,1,0,1,0,0,2
1601,6057,1,1,1,1,1,1,1,1,1,1,5
1602,5322,0,0,0,0,0,1,0,0,0,0,4
1603,7663,0,1,0,0,0,0,0,0,0,0,3
1604,786,1,1,1,1,0,1,1,1,1,1,5
1605,8450,0,0,1,0,0,0,0,0,0,0,2
1606,9144,0,1,1,0,0,0,0,0,0,0,2
1607,7508,0,0,1,1,1,0,0,1,1,1,1
1608,644,0,1,0,0,0,0,0,1,0,0,2
1609,860,1,1,1,1,0,1,1,1,1,1,2
1610,8301,1,1,1,1,1,0,1,1,1,1,2
1611,1515,1,1,0,0,1,0,0,1,0,1,1
1612,617,1,1,0,1,1,0,0,1,1,1,4
1613,4018,0,0,1,0,1,0,0,0,0,0,3
1614,8991,1,1,1,1,1,1,1,1,1,1,3
1615,384,0,0,0,0,0,1,1,0,0,0,3
1616,2173,1,1,1,1,1,1,1,1,0,1,3
1617,4356,1,1,1,1,1,1,1,1,1,1,2
1618,7136,1,0,1,1,0,1,1,1,1,1,4
1619,82,0,1,1,0,1,1,1,0,1,1,4
1620,1477,0,0,1,1,1,1,1,1,1,1,2
1621,1489,0,1,0,0,0,0,0,0,0,0,2
1622,1396,1,1,0,1,1,0,1,0,1,0,5
1623,278,1,1,1,1,1,1,1,1,1,1,2
1624,8302,1,1,1,1,1,1,1,1,1,1,2
1625,1744,1,1,1,1,1,1,0,1,1,1,4
1626,1314,1,1,1,1,1,1,0,0,1,1,4
1627,8154,1,1,1,1,1,1,1,1,1,1,2
1628,6437,0,1,1,1,1,0,1,1,1,1,1
1629,7396,0,1,0,0,1,0,0,0,1,0,1
1630,5084,1,1,1,0,0,0,0,0,1,1,2
1631,4029,1,0,1,0,0,0,1,0,0,1,5
1632,9368,1,1,1,1,1,1,1,1,1,0,2
1633,7494,0,0,0,1,0,0,0,0,0,0,2
1634,2377,0,0,0,0,0,1,0,0,0,0,2
1635,6305,0,0,0,0,0,0,1,0,1,1,3
1636,2565,0,0,1,0,0,0,1,0,0,0,4
1637,7370,0,1,1,0,1,1,1,1,0,0,4
1638,374,1,1,1,1,1,1,1,1,1,1,5
1639,8621,1,0,0,1,0,1,0,0,0,0,4
1640,4450,0,1,0,0,0,0,0,0,0,0,1
1641,2485,1,1,1,1,0,0,1,1,1,1,3
1642,107,1,0,1,0,0,0,0,0,0,0,2
1643,1513,0,1,0,0,0,0,0,0,0,0,3
1644,7030,0,0,0,0,0,0,1,0,1,1,5
1645,2835,0,1,0,0,1,0,1,0,0,0,5
1646,7087,0,0,1,0,0,1,0,0,0,0,1
1647,1555,0,1,1,1,1,1,1,1,1,1,2
1648,4839,1,0,0,1,0,1,1,1,1,1,2
1649,9697,1,1,1,0,0,0,0,0,1,0,5
1650,2069,1,1,1,1,1,1,1,1,1,1,3
1651,5309,1,0,0,0,0,0,0,0,0,0,3
1652,6106,1,1,1,1,1,0,0,1,0,1,4
1653,1146,1,1,0,0,1,0,1,0,0,0,3
1654,4380,1,0,0,0,1,1,1,1,0,0,1
1655,5163,1,1,1,1,1,1,0,1,1,1,3
1656,4382,1,1,1,1,1,1,1,1,1,1,4
1657,8206,1,1,1,1,1,1,1,1,1,1,4
1658,8141,1,0,1,0,1,0,1,1,0,1,1
1659,3999,0,0,0,0,0,0,0,1,0,0,1
1660,2160,1,1,1,1,1,1,0,1,0,0,2
1661,3165,0,1,0,1,0,0,0,1,0,0,3
1662,1630,1,0,0,1,1,0,1,1,1,1,1
1663,2793,1,0,0,0,0,1,0,1,1,0,5
1664,3997,1,1,0,1,1,0,1,0,1,1,4
1665,2998,1,1,0,1,1,0,1,1,1,0,4
1666,9618,1,1,1,0,1,1,0,1,0,1,2
1667,4236,0,1,0,0,0,0,0,0,0,1,5
1668,3465,0,0,1,1,1,1,1,0,0,1,3
1669,7623,0,0,0,0,0,1,1,1,1,1,1
1670,4809,1,1,1,1,0,1,1,0,0,0,2
1671,4408,1,1,1,1,0,0,0,1,0,0,4
1672,6999,0,0,0,0,0,0,0,1,0,0,3
1673,5109,0,0,0,0,0,1,0,0,1,0,5
1674,5230,0,0,0,0,0,1,0,1,1,0,2
1675,5737,1,0,0,0,1,1,1,0,1,1,2
1676,132,0,0,1,0,1,1,1,0,0,1,1
1677,6448,1,1,1,0,1,1,1,0,1,1,5
1678,1129,1,1,1,1,1,1,1,1,1,1,2
1679,255,1,1,1,0,1,0,1,0,0,1,5
1680,4311,1,0,1,1,1,1,0,1,1,1,1
1681,6394,1,1,1,1,1,1,1,1,1,1,1
1682,1370,0,0,0,1,0,0,0,0,1,0,1
1683,857,1,1,1,1,1,1,1,1,1,0,3
1684,4459,0,1,0,1,0,1,1,1,0,0,4
1685,6987,0,1,0,1,0,1,1,1,1,1,4
1686,8361,1,1,0,0,1,0,0,0,1,1,4
1687,350,1,1,1,1,1,1,1,0,1,0,2
1688,3488,1,0,1,1,1,0,0,0,0,1,4
1689,8871,1,1,1,1,1,1,1,1,1,1,2
1690,5588,0,1,0,0,1,1,1,0,0,0,3
1691,1720,0,1,0,0,0,0,0,1,1,0,3
1692,8157,1,1,0,0,0,0,1,0,1,0,3
1693,4919,1,0,1,0,0,0,1,0,0,0,3
1694,6981,0,1,1,1,0,1,1,0,1,1,3
1695,3,1,1,1,1,1,0,1,1,1,1,4
1696,6464,1,1,0,0,1,0,0,0,0,0,1
1697,9664,1,1,1,1,1,1,1,1,1,1,4
1698,7718,1,0,0,1,0,0,1,1,1,0,4
1699,6540,0,0,0,1,0,0,1,1,0,0,2
1700,5819,1,1,1,1,1,1,1,0,1,1,5
1701,7300,0,0,0,0,0,0,0,0,1,0,4
1702,4187,0,0,0,1,1,1,1,0,0,0,1
1703,4770,1,0,0,0,0,0,1,1,0,0,3
1704,698,1,1,1,1,1,1,1,1,1,1,1
1705,3967,1,0,0,1,1,1,1,1,0,1,1
1706,5049,0,0,0,0,1,0,0,0,0,0,3
1707,5541,1,1,1,1,1,1,1,1,1,1,3
1708,3124,1,0,1,1,1,0,1,0,0,1,3
1709,2785,1,1,0,1,1,1,1,1,1,1,1
1710,7293,0,1,0,0,0,0,0,0,1,0,1
1711,7805,1,1,1,1,0,1,0,1,1,1,1
1712,8566,1,1,1,1,1,0,1,1,1,1,3
1713,7969,0,0,0,0,0,0,1,0,0,1,1
1714,2688,0,1,0,0,0,0,0,0,0,0,2
1715,3760,1,0,0,0,0,0,0,1,1,0,2
1716,6694,1,0,1,1,1,1,1,0,1,1,5
1717,254,1,1,1,1,1,1,0,0,0,1,1
1718,2399,0,0,0,1,0,0,0,0,0,0,4
1719,2708,0,0,1,0,1,1,1,0,1,1,2
1720,3177,0,0,1,0,0,0,0,0,0,0,1
1721,6094,1,1,1,0,0,1,0,0,0,1,3
1722,148,1,1,1,1,1,0,0,1,1,0,4
1723,702,1,1,0,1,1,1,1,1,1,1,1
1724,7928,1,1,1,1,0,0,0,1,1,0,5
1725,2161,1,1,1,1,1,1,1,1,1,1,4
1726,3981,1,0,0,1,1,1,1,1,1,1,5
1727,8922,1,0,0,1,0,0,1,0,0,1,3
1728,3878,1,1,1,1,1,1,1,1,1,1,5
1729,1038,1,0,1,1,0,0,0,1,0,1,2
1730,734,1,0,0,1,1,0,1,1,1,0,5
1731,3745,1,1,1,0,1,1,1,1,1,1,3
1732,4109,0,0,1,1,0,1,1,1,1,1,5
1733,7273,0,0,0,0,1,1,1,1,0,0,5
1734,4371,0,1,0,1,1,0,0,0,1,0,1
1735,8753,1,1,1,1,1,1,1,1,1,1,5
1736,5956,1,0,0,1,0,1,0,1,0,0,4
1737,5556,0,1,1,1,1,0,0,1,1,0,3
1738,7692,1,0,0,0,0,1,0,0,0,1,3
1739,8914,0,0,0,0,0,0,1,0,0,0,4
1740,3194,1,0,0,0,0,1,0,0,0,0,5
1741,2894,1,1,1,0,0,0,0,1,1,1,5
1742,7939,1,0,0,1,1,0,0,1,0,1,4
1743,1407,0,0,1,0,0,0,0,0,0,1,5
1744,4146,1,0,1,0,1,1,1,1,1,1,4
1745,996,0,0,1,0,1,0,1,0,0,0,3
1746,4007,1,1,1,1,1,1,0,0,0,1,2
1747,7029,1,0,0,0,0,0,0,0,0,0,4
1748,8039,1,0,0,0,1,1,0,0,0,0,1
1749,9613,1,0,1,1,0,1,1,0,0,0,5
1750,6035,0,0,0,0,1,0,0,0,0,0,3
1751,8911,0,0,0,1,0,1,1,1,1,0,5
1752,7738,0,0,0,0,1,0,0,0,0,0,3
1753,1498,0,0,0,0,0,0,1,0,0,0,4
1754,5237,1,1,1,1,1,0,0,0,0,0,3
1755,3757,1,1,0,1,0,0,1,0,0,0,4
1756,3098,0,0,0,0,0,0,0,1,0,1,1
1757,8222,1,1,0,1,1,1,1,1,1,1,4
1758,3622,0,1,1,0,0,0,1,1,0,0,5
1759,6708,0,0,1,0,1,0,0,0,0,0,4
1760,2837,1,1,1,1,1,1,0,1,1,1,3
1761,9509,1,1,1,1,1,1,1,1,1,1,3
1762,7316,1,1,1,0,0,1,0,0,1,1,5
1763,9609,1,0,0,0,0,0,0,0,0,0,1
1764,6432,1,1,0,0,0,0,1,0,0,1,5
1765,675,0,0,1,1,0,1,1,1,1,0,3
1766,3187,0,1,0,0,0,0,1,0,1,1,2
1767,4742,1,1,0,0,0,1,0,0,1,0,3
1768,313,0,1,0,1,1,1,1,1,1,1,3
1769,1322,1,0,1,1,0,1,1,1,1,1,5
1770,7841,0,1,0,0,1,1,0,0,1,0,4
1771,9325,1,1,1,1,1,1,1,1,1,1,1
1772,687,1,1,1,1,0,0,1,1,0,0,3
1773,6817,0,0,1,0,1,1,1,1,1,1,4
1774,8104,1,0,0,1,1,0,1,0,1,1,4
1775,8722,1,1,1,1,1,1,1,1,1,1,3
1776,5743,0,0,0,1,1,1,1,1,0,1,2
1777,3871,0,0,1,0,0,0,0,0,0,0,4
1778,808,1,1,1,1,1,1,1,1,1,1,1
1779,4189,1,1,1,1,1,1,1,1,1,1,1
1780,7432,1,1,1,0,1,1,1,1,1,1,1
1781,4193,0,1,1,1,1,1,0,1,1,0,4
1782,9133,0,0,0,1,0,0,1,0,0,1,5
1783,6496,1,0,1,1,0,1,1,0,1,1,1
1784,5478,0,1,0,0,0,0,0,0,0,0,1
1785,8207,0,0,0,1,0,0,0,0,0,0,1
1786,6520,1,0,0,0,1,1,0,1,1,1,1
1787,8364,0,0,1,1,0,0,1,0,0,0,5
1788,3485,1,0,1,0,1,1,1,1,1,1,3
1789,8448,0,0,0,0,0,1,0,0,0,0,3
1790,6499,0,0,0,1,0,0,0,0,0,0,2
1791,6413,1,1,1,0,0,1,1,1,0,0,4
1792,8945,0,0,1,1,0,1,1,0,1,1,1
1793,1173,1,1,1,1,1,1,1,1,1,1,5
1794,6013,1,1,1,0,1,0,1,1,1,1,2
1795,6357,1,0,0,1,0,1,0,0,0,0,2
1796,1129,0,0,0,0,0,1,0,0,0,0,2
1797,1741,1,1,1,1,1,1,0,1,0,1,2
1798,3632,0,1,0,0,0,0,0,1,0,0,5
1799,3034,0,0,1,0,1,1,0,1,1,0,3
1800,3224,1,0,0,0,0,0,0,0,0,0,2
1801,4541,1,1,1,0,1,0,0,0,1,1,1
1802,8342,0,0,0,0,1,0,1,0,1,1,4
1803,1782,0,0,1,0,1,0,0,0,0,0,5
1804,6804,1,1,1,0,1,1,1,1,1,0,1
1805,6290,1,1,1,0,1,1,1,1,1,1,1
1806,5746,0,0,1,1,0,0,1,1,0,1,2
1807,2287,1,1,0,1,0,0,0,1,0,1,5
1808,9128,1,1,1,1,0,1,1,1,1,1,2
1809,3585,0,0,0,1,0,0,0,0,0,0,1
1810,3429,1,1,0,1,1,1,1,1,1,1,1
1811,6143,0,1,1,0,1,1,1,0,1,1,2
1812,8886,1,0,0,1,0,0,1,0,1,0,2
1813,8537,0,1,1,1,1,1,1,1,1,1,1
1814,2869,0,1,1,0,0,1,1,1,0,1,4
1815,7810,1,1,0,0,0,0,0,1,0,0,4
1816,1314,1,0,1,1,1,1,1,1,1,0,4
1817,9039,1,0,0,0,1,1,0,1,0,0,3
1818,7243,1,0,1,1,0,0,0,1,1,1,3
1819,3835,0,0,0,0,0,0,0,0,0,1,4
1820,2180,1,1,1,1,0,0,1,1,1,1,4
1821,7816,1,0,1,0,1,1,0,1,1,1,3
1822,9056,0,0,1,0,0,0,1,0,0,0,1
1823,3818,1,1,1,1,1,1,1,1,1,1,4
1824,2658,0,0,0,0,0,0,0,1,0,0,3
1825,9574,0,0,0,0,0,0,0,0,1,0,4
1826,3290,0,0,0,0,0,1,0,0,1,1,1
1827,9504,0,1,1,0,1,1,1,1,1,1,2
1828,5610,1,0,0,1,1,1,1,1,1,1,3
1829,2098,0,0,0,0,0,1,0,1,1,1,3
1830,4680,0,1,1,1,0,1,1,1,0,0,2
1831,2967,0,1,0,0,1,0,0,0,1,0,3
1832,9936,0,0,0,1,0,0,0,0,1,1,1
1833,340,0,0,0,0,1,1,0,0,0,0,4
1834,7478,0,0,0,0,0,1,0,0,0,0,2
1835,612,1,1,1,0,0,1,1,0,0,1,4
1836,2096,1,1,0,0,0,0,1,1,1,1,5
1837,1695,0,1,0,1,0,0,1,0,0,0,2
1838,5656,1,1,1,1,1,1,0,0,1,1,1
1839,2362,1,1,1,1,0,1,1,1,1,0,2
1840,1394,0,1,0,1,1,1,1,1,0,0,2
1841,3970,1,1,1,1,0,1,1,0,1,1,3
1842,7650,0,0,1,0,1,0,0,0,0,0,5
1843,6522,0,1,0,0,0,1,0,1,1,1,3
1844,3955,0,0,0,0,0,0,0,1,0,0,2
1845,5959,0,0,1,0,1,1,1,0,1,0,2
1846,8380,1,1,0,1,1,1,1,1,0,1,5
1847,8681,1,1,1,1,0,1,1,1,0,1,1
1848,7046,0,0,0,0,0,0,1,0,0,0,2
1849,1337,1,0,0,0,0,0,0,0,1,1,3
1850,6724,0,0,1,1,0,1,0,0,1,1,1
1851,7820,1,1,1,1,1,1,1,1,1,1,4
1852,8809,0,0,0,0,1,0,0,1,0,0,3
1853,2796,1,1,1,1,1,1,1,1,1,1,2
1854,9709,0,0,1,0,0,0,1,0,1,0,3
1855,83,0,0,0,0,0,0,0,1,0,0,2
1856,8105,1,0,0,0,0,1,1,1,0,0,3
1857,398,0,0,0,0,0,1,0,0,0,1,3
1858,3358,0,1,1,1,1,1,1,1,1,1,3
1859,1180,1,1,1,1,1,1,1,1,1,1,5
1860,3389,1,1,0,1,1,0,0,1,0,0,3
1861,5292,1,1,1,1,1,1,1,1,1,1,4
1862,145,1,1,1,1,1,1,1,1,1,1,1
1863,9148,1,0,1,1,1,1,1,1,1,1,1
1864,6513,1,1,1,0,1,1,1,0,0,1,1
1865,4783,1,0,1,0,1,1,0,1,1,1,4
1866,9637,0,0,0,0,0,1,1,0,1,1,2
1867,5771,1,0,1,0,1,0,0,1,0,0,2
1868,8520,0,0,0,0,0,0,1,0,0,0,1
1869,6390,0,1,1,1,1,1,1,1,1,1,5
1870,4715,0,0,0,0,0,0,0,1,0,0,4
1871,5665,1,1,0,1,1,0,0,0,0,0,4
1872,3923,0,0,0,0,1,0,0,0,0,0,4
1873,9994,1,1,1,1,1,1,1,1,1,1,4
1874,1067,1,0,1,1,0,0,0,0,1,1,5
1875,1434,0,0,0,0,0,0,0,1,0,0,2
1876,4608,0,1,1,1,1,1,1,0,1,0,3
1877,3827,0,1,0,1,0,1,1,1,1,1,5
1878,9557,0,1,0,1,1,1,1,1,1,1,1
1879,7181,0,0,1,0,0,1,0,0,1,1,4
1880,2544,0,0,1,0,0,0,1,0,0,0,2
1881,1141,1,1,0,1,0,1,1,1,1,1,3
1882,2002,1,1,0,0,0,1,0,1,0,1,5
1883,726,1,1,1,1,1,0,1,1,1,1,1
1884,3022,1,1,1,0,1,1,1,1,0,1,5
1885,8389,0,0,0,1,0,0,1,0,0,0,4
1886,5465,0,0,0,0,0,1,1,0,0,0,2
1887,8736,0,0,0,0,0,0,0,0,0,1,2
1888,5764,0,0,1,0,0,0,0,0,0,0,4
1889,9884,1,1,1,1,1,1,1,1,1,1,5
1890,5783,0,0,0,0,0,1,0,0,0,1,3
1891,9905,0,1,1,1,1,0,1,1,1,1,3
1892,9302,1,0,0,0,0,0,0,0,0,1,1
1893,4813,1,1,0,1,1,1,0,1,1,1,1
1894,2030,1,1,1,1,1,1,1,1,1,1,2
1895,9291,0,0,0,0,1,0,1,0,1,1,5
1896,1010,0,0,0,0,0,0,0,1,0,0,1
1897,483,0,0,0,1,1,0,1,1,0,1,2
1898,8565,1,1,1,0,1,1,1,1,1,1,3
1899,5412,0,1,1,1,1,1,1,1,0,1,2
1900,5495,0,1,1,1,1,0,0,0,1,1,3
1901,3615,1,0,1,0,1,0,1,1,0,1,2
1902,2126,0,1,1,1,1,1,0,0,1,1,3
1903,190,0,0,0,1,1,1,1,1,1,0,4
1904,2537,0,0,0,0,0,0,1,1,1,0,2
1905,4537,0,0,0,0,1,0,1,1,1,0,2
1906,4105,0,1,0,0,0,0,0,0,0,0,1
1907,504,0,0,0,1,0,0,0,0,0,0,2
1908,2362,0,0,0,0,0,0,0,0,1,0,1
1909,6645,0,0,0,0,1,1,0,0,0,0,1
1910,8834,1,0,1,0,1,1,1,1,0,1,3
1911,1291,0,0,1,1,0,1,0,1,0,0,1
1912,6431,1,1,1,1,1,1,1,1,1,1,4
1913,2411,1,1,1,1,1,1,1,1,1,1,2
1914,7760,1,0,1,1,1,1,0,1,1,1,4
1915,9851,0,0,0,0,1,0,0,0,0,0,3
1916,1305,0,1,0,0,0,0,0,0,0,0,5
1917,3408,0,0,0,0,0,0,0,1,0,0,2
1918,6057,1,1,1,1,0,0,0,1,1,0,5
1919,4888,0,0,1,1,0,1,0,1,1,0,3
1920,590,1,1,1,0,1,1,1,0,1,0,4
1921,2366,1,1,0,1,1,1,1,1,1,1,4
1922,9830,1,1,1,1,1,1,1,1,1,0,3
1923,9119,1,0,1,1,1,1,1,1,1,1,4
1924,183,1,1,1,0,1,1,0,1,1,1,1
1925,5845,0,0,1,0,0,1,1,1,0,0,3
1926,2,0,0,0,0,0,0,0,1,1,0,4
1927,6931,0,0,1,1,0,0,0,0,0,1,1
1928,3599,0,0,0,0,0,0,1,0,0,0,1
1929,9262,0,1,1,1,1,1,1,1,1,1,5
1930,4420,0,0,1,1,1,1,0,1,1,1,3
1931,2620,1,1,1,0,0,0,0,0,0,1,3
1932,7132,0,1,1,1,1,1,0,1,0,1,4
1933,1192,0,0,0,0,1,0,0,0,1,0,2
1934,5696,0,0,0,1,0,0,0,0,0,1,3
1935,7689,1,1,0,0,0,0,0,1,1,0,3
1936,7796,1,1,1,1,1,1,1,1,1,1,1
1937,607,1,1,1,1,1,1,1,1,1,1,1
1938,9938,1,0,1,1,1,1,1,1,1,1,1
1939,8669,1,1,1,0,1,1,1,1,1,1,1
1940,7170,0,1,1,1,0,0,1,1,1,0,5
1941,6798,0,0,1,1,1,0,1,1,1,1,5
1942,6117,0,1,0,0,0,0,1,1,0,1,5
1943,9045,0,0,0,0,0,0,1,0,0,1,2
1944,2759,0,0,1,0,1,1,1,1,1,0,5
1945,5552,1,0,0,1,1,1,1,1,1,1,2
1946,2177,0,0,0,0,0,0,1,0,1,0,4
1947,7617,0,1,0,1,0,0,1,0,0,1,3
1948,2634,0,0,1,1,0,0,0,0,1,0,4
1949,9409,1,0,1,0,0,1,1,1,0,1,4
1950,8437,0,0,1,1,0,0,0,1,0,0,2
1951,9335,1,0,1,0,0,1,0,0,0,0,1
1952,6448,0,1,0,1,0,1,1,1,0,0,1
1953,9204,1,1,1,1,0,0,1,1,1,1,3
1954,3455,1,0,0,0,0,1,0,0,0,0,5
1955,9579,1,1,0,0,1,1,1,1,0,1,2
1956,273,1,0,1,0,0,0,1,0,1,0,2
1957,1363,0,0,0,0,1,1,1,1,1,1,2
1958,6835,1,1,0,0,0,1,0,1,1,1,2
1959,6771,1,1,1,1,1,0,1,1,1,1,5
1960,7413,0,0,0,0,1,0,0,0,0,0,3
1961,7430,1,1,1,1,1,1,1,1,1,1,1
1962,2077,1,0,1,0,1,0,0,0,1,1,3
1963,8140,0,1,1,1,1,1,1,0,1,1,2
1964,5548,1,0,1,1,1,0,1,1,1,0,5
1965,79,0,0,0,0,1,0,0,1,0,0,5
1966,7661,0,1,1,0,0,0,0,1,1,1,1
1967,1417,1,1,0,1,1,0,1,0,1,0,4
1968,9415,1,1,1,0,1,0,1,1,1,1,5
1969,138,1,1,1,1,0,1,1,1,1,1,4
1970,4188,1,0,1,1,1,1,1,1,1,1,1
1971,4990,1,1,1,1,0,1,1,1,1,1,1
1972,8351,1,1,1,1,1,1,1,1,1,1,1
1973,6431,1,1,1,0,1,1,1,1,0,1,3
1974,6031,0,0,0,0,1,0,0,0,0,0,2
1975,7919,1,0,0,1,0,1,0,0,0,0,5
1976,3021,0,0,0,0,0,1,0,0,1,0,4
1977,7862,1,1,1,1,1,1,1,1,1,1,3
1978,2865,0,1,0,0,0,0,0,0,0,0,4
1979,1170,1,0,1,1,0,1,0,1,1,1,3
1980,1708,1,1,1,1,1,1,1,1,0,1,3
1981,667,1,1,1,1,0,1,1,0,1,1,3
1982,7405,1,0,1,1,0,0,1,0,1,0,2
1983,7353,0,1,1,0,1,0,1,1,1,1,3
1984,7169,0,0,1,0,0,0,0,0,0,0,5
1985,11,0,0,0,1,1,0,1,1,0,1,4
1986,7012,1,1,1,1,1,1,1,1,1,1,2
1987,6472,0,0,1,1,1,0,0,1,1,0,4
1988,9421,1,0,1,1,0,1,1,1,1,1,1
1989,6318,1,1,1,0,1,1,0,1,1,0,2
1990,998,1,0,1,1,1,1,1,1,1,1,4
1991,7029,1,1,0,1,1,1,1,0,1,1,3
1992,4148,0,1,0,0,0,0,1,0,0,1,5
1993,6003,0,0,0,0,1,1,0,0,0,0,3
1994,9003,0,1,0,0,0,1,1,0,0,0,4
1995,2007,1,1,0,1,0,1,0,0,1,1,3
1996,157,1,1,1,1,1,1,0,1,1,1,2
1997,9318,0,0,0,1,0,0,1,0,0,0,2
1998,2806,1,1,1,1,0,1,1,1,1,1,1
1999,143,0,0,1,0,0,0,0,0,0,0,4
2000,5006,1,0,1,1,1,1,1,1,1,1,2
2001,5353,0,0,0,1,0,0,0,0,1,0,3
2002,3595,0,0,0,0,0,0,0,1,0,1,2
2003,8143,1,1,0,1,1,1,1,0,1,1,5
2004,3628,1,0,0,0,1,0,0,1,1,1,2
2005,7752,0,1,1,1,1,0,0,0,0,1,1
2006,4215,1,1,0,0,0,1,0,1,1,0,3
2007,5789,0,0,1,0,1,0,0,0,0,0,1
2008,9081,1,1,1,1,1,1,1,1,1,1,5
2009,2056,1,1,1,1,1,1,1,1,1,1,1
2010,3771,1,0,1,0,1,1,1,1,0,0,5
2011,735,0,0,0,0,0,1,0,1,0,0,4
2012,4645,1,1,1,1,1,1,1,1,1,1,4
2013,1652,0,0,1,0,0,0,0,1,0,1,3
2014,9639,1,0,0,0,1,0,0,1,0,0,5
2015,7662,1,1,0,1,1,1,0,1,1,1,4
2016,5547,1,1,1,1,1,1,0,1,1,0,5
2017,5747,0,0,0,0,0,0,1,0,0,0,2
2018,610,0,0,0,0,1,0,0,0,0,0,4
2019,7463,1,1,0,0,0,0,1,1,1,0,4
2020,1290,1,1,1,0,1,1,0,1,1,1,3
2021,3446,0,0,0,1,1,0,0,0,1,0,1
2022,6195,1,0,0,0,0,1,0,0,0,0,5
2023,1477,0,1,1,1,0,0,0,0,1,0,3
2024,6751,0,0,0,0,1,0,1,1,0,1,3
2025,1088,1,1,1,1,1,0,1,1,1,1,2
2026,909,1,0,0,0,0,0,0,0,0,0,1
2027,5990,1,0,1,1,1,1,1,1,1,1,5
2028,6445,0,1,0,1,0,0,0,0,1,1,4
2029,4481,0,0,0,1,0,0,0,1,0,0,3
2030,4686,1,1,1,0,0,0,1,1,0,1,5
2031,8712,1,1,1,0,0,1,1,1,1,1,3
2032,3318,1,0,0,0,0,1,0,1,0,1,5
2033,5338,1,0,1,1,0,1,1,1,1,1,5
2034,7530,1,0,1,1,0,0,1,0,0,1,1
2035,7005,1,1,0,0,1,1,0,1,1,1,3
2036,5138,0,0,0,0,0,0,0,1,1,0,3
2037,441,1,1,1,1,1,1,1,0,0,0,4
2038,730,0,1,0,1,1,1,1,1,1,1,1
2039,5145,0,1,1,1,1,1,1,1,0,0,1
2040,3440,0,1,0,0,1,1,0,1,1,0,5
2041,753,0,1,0,0,1,0,1,1,0,0,1
2042,7032,1,0,1,1,1,1,1,0,1,1,5
2043,285,1,1,0,1,1,1,1,1,1,0,2
2044,45,0,0,0,1,0,1,1,1,1,1,1
2045,9451,0,0,0,1,0,0,0,0,0,0,3
2046,7082,1,1,1,0,1,0,1,1,1,0,5
2047,5740,1,0,0,0,0,1,1,0,0,1,3
2048,7587,0,1,1,1,1,1,1,1,1,1,1
2049,1366,1,1,0,1,0,1,1,1,1,1,1
2050,9376,0,0,1,0,0,1,1,1,1,1,5
2051,1301,1,0,0,1,1,1,1,1,1,1,2
2052,7614,1,1,1,0,0,0,1,0,0,1,1
2053,4164,0,1,0,0,0,0,1,1,0,1,1
2054,3014,1,1,1,1,1,1,1,1,1,1,1
2055,3891,1,1,1,1,1,1,1,1,0,1,3
2056,8566,0,0,1,0,0,0,0,0,0,0,5
2057,1701,1,1,1,1,1,1,1,1,1,1,5
2058,9392,1,1,1,1,1,1,1,1,1,1,5
2059,7648,0,0,0,0,0,0,1,0,0,0,4
2060,3785,1,1,1,0,0,0,1,1,1,0,5
2061,7599,1,0,0,1,0,0,0,1,1,1,3
2062,7746,1,0,0,0,0,0,0,0,0,0,1
2063,6956,1,0,1,0,1,1,1,1,0,1,1
2064,9533,0,1,1,0,0,0,0,1,0,1,4
2065,7980,1,0,0,0,0,1,0,0,0,1,1
2066,212,0,1,1,0,0,0,1,0,0,0,4
2067,9261,0,0,1,1,0,1,1,1,1,0,3
2068,8978,0,0,0,0,0,0,1,0,1,0,3
2069,15,0,0,0,0,0,0,0,1,1,0,1
